Player,Game Week,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Joan García,J2,Espanyol,La Liga,es ESP,23-112,90,3.0,1.0,2.0,0.5,-0.5,False,1.0,10.0,30.0,4.0,136.8,0.0,0.0,14.0,2.0,3.0,50.1
Álex Remiro,J2,Real Sociedad,La Liga,es ESP,29-153,90,3.0,0.0,3.0,0.5,0.5,True,3.0,9.0,27.0,2.0,48.6,11.0,491.7,14.0,0.0,1.0,19.0
Thibaut Courtois,J2,Real Madrid,La Liga,be BEL,32-106,90,0.0,0.0,0.0,0.0,0.0,True,2.0,4.0,27.0,6.0,158.4,3.0,35.1,9.0,1.0,0.0,0.0
Karl Jakob Hein,J2,Valladolid,La Liga,ee EST,22-134,90,9.0,3.0,6.0,1.9,-1.1,False,2.0,14.0,42.0,8.0,245.6,2.0,153.0,14.0,2.0,0.0,0.0
Juan Soriano,J2,Leganés,La Liga,es ESP,27-002,90,5.0,1.0,4.0,2.3,1.3,False,4.0,19.0,24.0,2.0,80.6,9.0,601.2,20.0,1.0,0.0,0.0
Jasper Cillessen,J2,Las Palmas,La Liga,nl NED,35-125,90,5.0,2.0,2.0,1.8,-0.2,False,0.0,3.0,33.0,7.0,163.8,5.0,100.0,8.0,1.0,2.0,34.0
Yann Sommer,J15,Inter,Serie A,ch SUI,35-355,90,1.0,1.0,1.0,0.0,-1.0,False,3.0,3.0,28.0,4.0,91.6,4.0,62.0,3.0,0.0,0.0,0.0
Zion Suzuki,J15,Parma,Serie A,jp JPN,22-107,90,5.0,3.0,2.0,1.7,-1.3,False,3.0,17.0,29.0,6.0,231.0,7.0,441.0,16.0,5.0,0.0,0.0
Antonio Sivera,J2,Alavés,La Liga,es ESP,28-014,90,3.0,0.0,3.0,0.4,0.4,True,9.0,18.0,18.0,1.0,44.7,12.0,580.8,12.0,0.0,2.0,48.0
Rui Silva,J2,Betis,La Liga,pt POR,30-200,90,1.0,0.0,1.0,0.1,0.1,True,3.0,7.0,32.0,8.0,219.2,3.0,99.0,17.0,1.0,2.0,38.0
Jan Oblak,J2,Atlético Madrid,La Liga,si SVN,31-231,90,4.0,0.0,4.0,0.5,0.5,True,0.0,1.0,18.0,3.0,84.6,3.0,48.0,21.0,0.0,0.0,0.0
Paulo Gazzaniga,J2,Girona,La Liga,ar ARG,32-236,90,6.0,3.0,3.0,1.4,-1.6,False,1.0,3.0,17.0,4.0,120.4,2.0,34.0,5.0,1.0,0.0,0.0
Diego Conde,J3,Villarreal,La Liga,es ESP,25-303,90,7.0,3.0,4.0,2.8,-0.2,False,2.0,3.0,13.0,1.0,27.5,4.0,106.0,11.0,0.0,0.0,0.0
Iván Villar,J3,Celta Vigo,La Liga,es ESP,27-048,90,9.0,4.0,5.0,4.6,0.6,False,1.0,7.0,17.0,2.0,47.2,13.0,309.4,17.0,0.0,2.0,42.0
Leo Román,J3,Mallorca,La Liga,es ESP,24-052,90,7.0,0.0,7.0,1.0,1.0,True,2.0,7.0,20.0,3.0,108.3,5.0,176.0,16.0,0.0,0.0,0.0
Ørjan Nyland,J3,Sevilla,La Liga,no NOR,33-352,90,4.0,0.0,4.0,0.9,0.9,True,3.0,14.0,35.0,3.0,106.5,3.0,150.0,20.0,1.0,1.0,11.6
Dani Cárdenas,J3,Rayo Vallecano,La Liga,es ESP,27-152,90,5.0,2.0,3.0,1.7,-0.3,False,8.0,22.0,26.0,3.0,158.1,5.0,193.0,14.0,0.0,0.0,0.0
Marc-André ter Stegen,J3,Barcelona,La Liga,de GER,32-119,90,4.0,1.0,3.0,0.4,-0.6,False,1.0,5.0,31.0,4.0,103.6,1.0,59.0,15.0,1.0,1.0,12.2
Julen Agirrezabala,J3,Athletic Club,La Liga,es ESP,23-246,90,0.0,0.0,0.0,0.0,0.0,True,5.0,14.0,33.0,3.0,97.8,3.0,192.0,11.0,2.0,3.0,54.3
Giorgi Mamardashvili,J3,Valencia,La Liga,ge GEO,23-334,90,4.0,1.0,3.0,0.8,-0.2,False,5.0,15.0,35.0,5.0,165.5,4.0,261.2,18.0,2.0,2.0,34.0
Karl Jakob Hein,J3,Valladolid,La Liga,ee EST,22-137,90,1.0,0.0,1.0,0.0,0.0,True,3.0,3.0,22.0,4.0,110.8,6.0,123.0,8.0,0.0,0.0,0.0
Juan Soriano,J3,Leganés,La Liga,es ESP,27-005,90,2.0,0.0,2.0,0.4,0.4,True,6.0,23.0,21.0,4.0,214.0,9.0,662.4,23.0,3.0,0.0,0.0
Jan Oblak,J3,Atlético Madrid,La Liga,si SVN,31-234,90,1.0,0.0,1.0,0.0,0.0,True,1.0,4.0,15.0,3.0,77.7,9.0,254.7,14.0,0.0,2.0,41.4
Joan García,J3,Espanyol,La Liga,es ESP,23-116,90,7.0,0.0,7.0,1.4,1.4,True,6.0,26.0,33.0,1.0,46.9,8.0,510.4,20.0,0.0,0.0,0.0
Álex Remiro,J3,Real Sociedad,La Liga,es ESP,29-157,90,5.0,2.0,3.0,2.2,0.2,False,9.0,23.0,23.0,3.0,126.6,12.0,704.4,18.0,1.0,3.0,69.9
Antonio Sivera,J3,Alavés,La Liga,es ESP,28-017,90,1.0,1.0,0.0,0.5,-0.5,False,6.0,16.0,18.0,2.0,88.0,5.0,236.0,14.0,1.0,0.0,0.0
Paulo Gazzaniga,J3,Girona,La Liga,ar ARG,32-240,90,0.0,0.0,0.0,0.0,0.0,True,0.0,1.0,25.0,3.0,62.1,1.0,10.0,5.0,1.0,2.0,49.4
Sergio Herrera,J3,Osasuna,La Liga,es ESP,31-085,90,5.0,4.0,1.0,3.4,-0.6,False,5.0,12.0,42.0,1.0,34.7,7.0,144.9,18.0,3.0,1.0,13.8
Yann Sommer,J2,Inter,Serie A,ch SUI,35-251,90,4.0,0.0,4.0,0.4,0.4,True,0.0,1.0,27.0,9.0,197.1,3.0,87.9,12.0,1.0,1.0,13.2
Wladimiro Falcone,J2,Lecce,Serie A,it ITA,29-134,90,3.0,2.0,1.0,1.8,-0.2,False,3.0,12.0,23.0,5.0,193.5,2.0,78.0,18.0,1.0,0.0,0.0
Marco Carnesecchi,J15,Atalanta,Serie A,it ITA,24-158,90,2.0,1.0,1.0,1.0,0.0,False,0.0,8.0,18.0,3.0,106.8,4.0,244.0,1.0,0.0,0.0,0.0
Mike Maignan,J15,Milan,Serie A,fr FRA,29-156,90,8.0,2.0,6.0,2.0,0.0,False,3.0,6.0,52.0,2.0,49.2,3.0,137.1,18.0,0.0,1.0,15.0
Jasper Cillessen,J3,Las Palmas,La Liga,nl NED,35-129,90,8.0,1.0,7.0,1.4,0.4,False,7.0,19.0,35.0,7.0,214.9,5.0,343.0,14.0,0.0,0.0,0.0
Thibaut Courtois,J3,Real Madrid,La Liga,be BEL,32-110,90,2.0,1.0,1.0,0.8,-0.2,False,2.0,5.0,30.0,5.0,129.0,2.0,102.0,10.0,1.0,3.0,39.3
Marc-André ter Stegen,J4,Barcelona,La Liga,de GER,32-123,90,1.0,0.0,1.0,0.3,0.3,True,1.0,2.0,31.0,6.0,139.8,0.0,0.0,3.0,0.0,1.0,26.0
Karl Jakob Hein,J4,Valladolid,La Liga,ee EST,22-140,90,11.0,7.0,4.0,4.0,-3.0,False,5.0,18.0,31.0,5.0,203.5,5.0,251.0,16.0,1.0,2.0,33.0
Julen Agirrezabala,J4,Athletic Club,La Liga,es ESP,23-249,90,2.0,1.0,1.0,1.4,0.4,False,2.0,6.0,18.0,6.0,153.6,8.0,172.0,7.0,2.0,0.0,0.0
Juan Musso,J4,Atlético Madrid,La Liga,ar ARG,30-117,90,1.0,0.0,1.0,0.1,0.1,True,0.0,5.0,17.0,5.0,133.0,11.0,270.6,10.0,1.0,0.0,0.0
Joan García,J4,Espanyol,La Liga,es ESP,23-119,90,5.0,1.0,4.0,0.6,-0.4,False,4.0,7.0,38.0,7.0,187.6,4.0,170.0,21.0,1.0,1.0,13.7
Dani Cárdenas,J4,Rayo Vallecano,La Liga,es ESP,27-156,90,3.0,2.0,1.0,1.6,-0.4,False,3.0,6.0,19.0,4.0,115.6,8.0,194.4,11.0,0.0,1.0,13.0
Giorgi Mamardashvili,J4,Valencia,La Liga,ge GEO,23-337,90,2.0,1.0,1.0,1.1,0.1,False,3.0,7.0,25.0,5.0,137.0,6.0,291.0,8.0,0.0,2.0,48.0
Diego Conde,J4,Villarreal,La Liga,es ESP,25-308,90,5.0,1.0,4.0,2.0,1.0,False,5.0,12.0,24.0,1.0,30.4,9.0,546.3,32.0,0.0,0.0,0.0
Juan Soriano,J4,Leganés,La Liga,es ESP,27-008,90,3.0,1.0,2.0,1.2,0.2,False,3.0,14.0,22.0,4.0,138.4,7.0,419.3,15.0,1.0,0.0,0.0
Dominik Greif,J4,Mallorca,La Liga,sk SVK,27-147,90,2.0,0.0,2.0,0.0,0.0,True,7.0,15.0,28.0,3.0,122.4,1.0,68.0,12.0,0.0,1.0,17.5
Antonio Sivera,J4,Alavés,La Liga,es ESP,28-021,90,6.0,0.0,6.0,1.1,1.1,True,9.0,26.0,29.0,2.0,97.2,8.0,384.8,14.0,1.0,0.0,0.0
Jasper Cillessen,J4,Las Palmas,La Liga,nl NED,35-132,90,5.0,2.0,3.0,1.8,-0.2,False,1.0,2.0,24.0,6.0,129.6,7.0,182.7,13.0,2.0,0.0,0.0
Sergio Herrera,J4,Osasuna,La Liga,es ESP,31-088,90,4.0,2.0,3.0,1.5,-0.5,False,8.0,18.0,25.0,3.0,121.8,7.0,433.3,6.0,0.0,6.0,156.6
Iván Villar,J4,Celta Vigo,La Liga,es ESP,27-054,90,3.0,3.0,1.0,1.9,-1.1,False,0.0,3.0,28.0,5.0,119.5,5.0,93.0,14.0,0.0,3.0,73.2
Ørjan Nyland,J4,Sevilla,La Liga,no NOR,33-357,90,4.0,2.0,2.0,1.7,-0.3,False,0.0,4.0,14.0,1.0,28.9,3.0,107.1,17.0,0.0,0.0,0.0
Paulo Gazzaniga,J4,Girona,La Liga,ar ARG,32-243,90,5.0,0.0,5.0,0.4,0.4,True,3.0,10.0,33.0,5.0,158.0,5.0,252.0,8.0,1.0,1.0,16.0
David Soria,J4,Getafe,La Liga,es ESP,31-150,90,0.0,0.0,0.0,0.0,0.0,True,1.0,6.0,11.0,3.0,117.0,3.0,129.0,8.0,1.0,0.0,0.0
Álex Remiro,J4,Real Sociedad,La Liga,es ESP,29-161,90,1.0,0.0,1.0,0.1,0.1,True,8.0,24.0,35.0,4.0,134.0,13.0,877.5,19.0,1.0,0.0,0.0
Nicola Leali,J15,Genoa,Serie A,it ITA,31-294,90,3.0,0.0,3.0,0.1,0.1,True,1.0,4.0,31.0,5.0,126.0,6.0,199.8,19.0,0.0,0.0,0.0
Vanja Milinković-Savić,J15,Torino,Serie A,rs SRB,27-291,90,1.0,0.0,1.0,0.2,0.2,True,3.0,19.0,38.0,7.0,247.1,5.0,363.0,17.0,4.0,5.0,78.0
Thibaut Courtois,J4,Real Madrid,La Liga,be BEL,32-113,90,2.0,0.0,2.0,0.0,0.0,True,1.0,2.0,38.0,10.0,248.0,4.0,191.2,5.0,0.0,1.0,12.4
Rui Silva,J4,Betis,La Liga,pt POR,30-207,90,7.0,2.0,5.0,2.1,0.1,False,2.0,11.0,21.0,4.0,147.6,6.0,247.2,14.0,1.0,2.0,27.6
Rui Silva,J5,Betis,La Liga,pt POR,30-219,90,0.0,0.0,0.0,0.0,0.0,True,1.0,6.0,24.0,5.0,143.0,5.0,134.0,5.0,1.0,2.0,24.0
Juan Soriano,J5,Leganés,La Liga,es ESP,27-021,90,5.0,2.0,3.0,2.3,0.3,False,8.0,26.0,26.0,5.0,240.0,11.0,657.8,23.0,2.0,0.0,0.0
Dominik Greif,J5,Mallorca,La Liga,sk SVK,27-161,90,4.0,2.0,2.0,2.0,0.0,False,6.0,16.0,35.0,7.0,240.8,9.0,350.1,15.0,1.0,0.0,0.0
Diego Conde,J5,Villarreal,La Liga,es ESP,25-322,90,4.0,1.0,4.0,0.3,-0.7,False,2.0,7.0,21.0,5.0,163.5,1.0,71.0,27.0,2.0,0.0,0.0
Joan García,J5,Espanyol,La Liga,es ESP,23-133,90,6.0,2.0,4.0,2.7,0.7,False,7.0,16.0,24.0,9.0,343.8,9.0,444.6,32.0,3.0,1.0,7.5
Antonio Sivera,J5,Alavés,La Liga,es ESP,28-034,90,4.0,3.0,1.0,2.4,-0.6,False,7.0,13.0,24.0,5.0,182.5,5.0,204.0,8.0,1.0,0.0,0.0
Ørjan Nyland,J5,Sevilla,La Liga,no NOR,34-004,90,4.0,0.0,4.0,0.4,0.4,True,6.0,31.0,38.0,1.0,53.2,10.0,457.0,21.0,1.0,0.0,0.0
David Soria,J5,Getafe,La Liga,es ESP,31-163,90,4.0,1.0,3.0,1.1,0.1,False,4.0,12.0,18.0,4.0,160.0,5.0,265.0,7.0,0.0,2.0,47.0
Álex Remiro,J5,Real Sociedad,La Liga,es ESP,29-174,90,6.0,2.0,4.0,2.2,0.2,False,3.0,6.0,17.0,2.0,59.2,2.0,139.0,10.0,0.0,2.0,37.2
Thibaut Courtois,J5,Real Madrid,La Liga,be BEL,32-126,90,2.0,0.0,2.0,0.9,0.9,True,3.0,10.0,31.0,5.0,126.5,4.0,283.2,11.0,1.0,0.0,0.0
Vicente Guaita,J5,Celta Vigo,La Liga,es ESP,37-249,90,2.0,1.0,1.0,0.5,-0.5,False,2.0,6.0,25.0,11.0,312.4,2.0,89.0,11.0,2.0,1.0,12.0
Karl Jakob Hein,J5,Valladolid,La Liga,ee EST,22-155,90,9.0,3.0,6.0,2.7,-0.3,False,6.0,17.0,54.0,6.0,195.0,2.0,50.0,7.0,0.0,5.0,115.0
Paulo Gazzaniga,J5,Girona,La Liga,ar ARG,32-257,90,9.0,4.0,5.0,3.5,-0.5,False,3.0,4.0,26.0,3.0,75.6,14.0,294.0,14.0,0.0,2.0,63.0
Marc-André ter Stegen,J5,Barcelona,La Liga,de GER,32-138,90,4.0,1.0,3.0,1.3,0.3,False,5.0,8.0,43.0,5.0,144.0,3.0,108.9,11.0,1.0,2.0,34.6
Jasper Cillessen,J5,Las Palmas,La Liga,nl NED,35-146,90,4.0,3.0,1.0,2.7,-0.3,False,2.0,9.0,32.0,4.0,114.8,4.0,99.2,11.0,1.0,5.0,102.5
Julen Agirrezabala,J5,Athletic Club,La Liga,es ESP,23-264,90,5.0,2.0,3.0,1.2,-0.8,False,6.0,15.0,16.0,1.0,36.3,9.0,522.0,22.0,2.0,0.0,0.0
Jan Oblak,J5,Atlético Madrid,La Liga,si SVN,31-252,90,1.0,0.0,1.0,0.1,0.1,True,4.0,7.0,17.0,3.0,95.4,6.0,280.2,11.0,1.0,0.0,0.0
Giorgi Mamardashvili,J5,Valencia,La Liga,ge GEO,23-352,90,4.0,3.0,1.0,3.1,0.1,False,6.0,14.0,16.0,4.0,135.2,13.0,730.6,17.0,0.0,1.0,19.0
Mattia Perin,J15,Juventus,Serie A,it ITA,32-027,90,4.0,2.0,2.0,0.7,-1.3,False,3.0,13.0,39.0,8.0,252.0,4.0,122.0,9.0,0.0,1.0,28.0
Łukasz Skorupski,J15,Bologna,Serie A,pl POL,33-216,90,3.0,2.0,1.0,1.8,-0.2,False,5.0,16.0,29.0,5.0,190.0,4.0,257.2,9.0,1.0,0.0,0.0
Augusto Batalla,J5,Rayo Vallecano,La Liga,ar ARG,28-139,90,2.0,1.0,1.0,0.2,-0.8,False,2.0,9.0,23.0,5.0,181.0,8.0,276.0,9.0,0.0,1.0,24.0
Sergio Herrera,J5,Osasuna,La Liga,es ESP,31-103,90,6.0,3.0,3.0,1.3,-1.7,False,15.0,36.0,26.0,1.0,57.2,13.0,838.5,25.0,1.0,1.0,11.3
Leo Román,J7,Mallorca,La Liga,es ESP,24-073,90,5.0,0.0,5.0,0.2,0.2,True,8.0,21.0,29.0,0.0,0.0,8.0,376.8,13.0,0.0,0.0,0.0
Álex Remiro,J7,Real Sociedad,La Liga,es ESP,29-177,90,4.0,1.0,3.0,0.9,-0.1,False,3.0,9.0,32.0,4.0,120.0,4.0,154.0,11.0,1.0,3.0,53.4
Rui Silva,J3,Betis,La Liga,pt POR,30-224,90,5.0,1.0,4.0,1.6,0.6,False,5.0,14.0,36.0,6.0,164.4,9.0,455.4,15.0,1.0,0.0,0.0
David Soria,J3,Getafe,La Liga,es ESP,31-167,90,7.0,2.0,5.0,2.1,0.1,False,5.0,17.0,11.0,1.0,54.6,8.0,544.0,17.0,0.0,2.0,25.6
Juan Soriano,J7,Leganés,La Liga,es ESP,27-027,90,4.0,2.0,2.0,1.4,-0.6,False,7.0,9.0,18.0,5.0,151.5,6.0,262.2,20.0,0.0,0.0,0.0
Julen Agirrezabala,J7,Athletic Club,La Liga,es ESP,23-268,90,3.0,0.0,3.0,0.6,0.6,True,5.0,18.0,27.0,7.0,255.5,7.0,469.0,14.0,2.0,1.0,13.8
Antonio Sivera,J6,Alavés,La Liga,es ESP,28-040,90,2.0,1.0,1.0,1.5,0.5,False,10.0,23.0,19.0,1.0,51.8,11.0,674.3,11.0,0.0,0.0,0.0
Ørjan Nyland,J6,Sevilla,La Liga,no NOR,34-010,90,4.0,2.0,2.0,0.8,-1.2,False,5.0,8.0,26.0,7.0,197.4,4.0,127.2,9.0,0.0,2.0,41.4
Karl Jakob Hein,J6,Valladolid,La Liga,ee EST,22-161,90,3.0,0.0,3.0,0.5,0.5,True,9.0,17.0,20.0,1.0,43.9,8.0,432.0,18.0,1.0,0.0,0.0
Álex Remiro,J6,Real Sociedad,La Liga,es ESP,29-181,90,2.0,0.0,2.0,0.2,0.2,True,2.0,8.0,23.0,3.0,95.4,7.0,242.2,22.0,0.0,0.0,0.0
Sergio Herrera,J6,Osasuna,La Liga,es ESP,31-108,90,6.0,1.0,5.0,1.3,0.3,False,2.0,11.0,31.0,3.0,97.2,6.0,186.0,14.0,1.0,4.0,81.6
Jasper Cillessen,J6,Las Palmas,La Liga,nl NED,35-152,90,4.0,2.0,2.0,1.8,-0.2,False,5.0,15.0,42.0,7.0,211.4,6.0,187.8,16.0,0.0,1.0,40.0
Giorgi Mamardashvili,J6,Valencia,La Liga,ge GEO,23-358,90,3.0,0.0,3.0,0.7,0.7,True,2.0,9.0,13.0,2.0,76.2,6.0,225.0,12.0,1.0,1.0,12.0
Paulo Gazzaniga,J6,Girona,La Liga,ar ARG,32-263,90,2.0,2.0,0.0,0.3,-1.7,False,1.0,4.0,29.0,6.0,169.2,3.0,75.0,15.0,4.0,1.0,10.3
Thibaut Courtois,J6,Real Madrid,La Liga,be BEL,32-133,90,1.0,1.0,1.0,0.2,-0.8,False,0.0,2.0,23.0,3.0,80.7,7.0,144.9,5.0,1.0,0.0,0.0
Joan García,J6,Espanyol,La Liga,es ESP,23-140,90,14.0,4.0,10.0,4.5,0.5,False,7.0,24.0,23.0,2.0,102.2,7.0,496.3,13.0,1.0,1.0,23.0
David Soria,J6,Getafe,La Liga,es ESP,31-171,90,2.0,1.0,1.0,1.1,0.1,False,5.0,9.0,12.0,3.0,113.4,6.0,256.8,10.0,1.0,1.0,15.3
Marko Dmitrović,J6,Leganés,La Liga,rs SRB,32-242,90,4.0,1.0,3.0,1.4,0.4,False,4.0,26.0,19.0,0.0,0.0,10.0,717.0,20.0,2.0,1.0,7.4
Mile Svilar,J15,Roma,Serie A,rs SRB,25-102,90,1.0,1.0,0.0,1.0,0.0,False,1.0,9.0,30.0,2.0,58.2,2.0,90.0,6.0,0.0,0.0,0.0
Wladimiro Falcone,J15,Lecce,Serie A,it ITA,29-239,90,8.0,4.0,4.0,3.2,-0.8,False,6.0,23.0,29.0,1.0,41.8,6.0,322.8,13.0,0.0,0.0,0.0
Julen Agirrezabala,J6,Athletic Club,La Liga,es ESP,23-271,45,2.0,1.0,1.0,1.5,0.5,False,1.0,5.0,5.0,1.0,42.4,3.0,156.0,5.0,0.0,2.0,46.0
Alex Padilla,J6,Athletic Club,La Liga,es ESP,21-021,45,2.0,0.0,2.0,0.4,0.4,True,2.0,11.0,11.0,1.0,53.4,1.0,84.0,9.0,0.0,0.0,0.0
Vicente Guaita,J6,Celta Vigo,La Liga,es ESP,37-256,90,5.0,3.0,2.0,1.8,-1.2,False,1.0,2.0,21.0,9.0,178.2,4.0,129.2,10.0,0.0,1.0,30.0
Diego Conde,J6,Villarreal,La Liga,es ESP,25-330,90,9.0,5.0,4.0,3.2,-1.8,False,5.0,11.0,22.0,5.0,194.5,1.0,80.0,14.0,1.0,0.0,0.0
Marc-André ter Stegen,J6,Barcelona,La Liga,de GER,32-145,44,3.0,1.0,2.0,0.9,-0.1,False,0.0,0.0,8.0,0.0,0.0,7.0,154.0,9.0,0.0,0.0,0.0
Iñaki Peña,J6,Barcelona,La Liga,es ESP,25-204,46,1.0,0.0,1.0,0.2,0.2,True,1.0,3.0,24.0,3.0,79.5,3.0,105.0,4.0,0.0,0.0,0.0
Augusto Batalla,J6,Rayo Vallecano,La Liga,ar ARG,28-145,90,5.0,1.0,4.0,1.3,0.3,False,8.0,21.0,40.0,3.0,123.3,2.0,89.0,9.0,3.0,1.0,13.8
Jan Oblak,J6,Atlético Madrid,La Liga,si SVN,31-259,90,4.0,1.0,3.0,1.4,0.4,False,2.0,8.0,22.0,7.0,180.6,8.0,336.8,15.0,0.0,0.0,0.0
Rui Silva,J6,Betis,La Liga,pt POR,30-229,90,6.0,2.0,4.0,1.3,-0.7,False,1.0,3.0,22.0,3.0,83.4,2.0,35.0,10.0,0.0,1.0,15.3
Dominik Greif,J6,Mallorca,La Liga,sk SVK,27-170,90,6.0,1.0,5.0,1.0,0.0,False,0.0,10.0,20.0,3.0,113.7,3.0,161.1,18.0,1.0,0.0,0.0
Ørjan Nyland,J7,Sevilla,La Liga,no NOR,34-014,90,2.0,1.0,1.0,0.9,-0.1,False,5.0,13.0,19.0,4.0,170.0,6.0,211.8,13.0,2.0,0.0,0.0
Karl Jakob Hein,J7,Valladolid,La Liga,ee EST,22-164,90,5.0,2.0,4.0,1.5,-0.5,False,8.0,14.0,20.0,4.0,121.6,9.0,603.9,16.0,2.0,0.0,0.0
Giorgi Mamardashvili,J7,Valencia,La Liga,ge GEO,23-361,90,2.0,0.0,2.0,0.1,0.1,True,0.0,5.0,22.0,5.0,118.0,4.0,196.0,16.0,0.0,0.0,0.0
Sergio Herrera,J7,Osasuna,La Liga,es ESP,31-111,90,3.0,0.0,3.0,0.3,0.3,True,13.0,22.0,35.0,5.0,191.5,9.0,404.1,21.0,2.0,4.0,73.6
Thibaut Courtois,J7,Real Madrid,La Liga,be BEL,32-136,90,3.0,2.0,1.0,1.6,-0.4,False,2.0,6.0,29.0,7.0,172.2,7.0,307.3,12.0,0.0,0.0,0.0
Antonio Sivera,J7,Alavés,La Liga,es ESP,28-044,90,4.0,3.0,1.0,1.5,-1.5,False,8.0,21.0,14.0,0.0,0.0,9.0,601.2,7.0,0.0,1.0,32.5
Paulo Gazzaniga,J7,Girona,La Liga,ar ARG,32-267,90,0.0,0.0,0.0,0.0,0.0,True,1.0,2.0,24.0,0.0,0.0,4.0,108.0,9.0,0.0,0.0,0.0
Augusto Batalla,J7,Rayo Vallecano,La Liga,ar ARG,28-148,90,1.0,0.0,1.0,0.1,0.1,True,4.0,13.0,17.0,2.0,96.2,6.0,252.0,16.0,1.0,0.0,0.0
Iñaki Peña,J7,Barcelona,La Liga,es ESP,25-207,90,1.0,0.0,1.0,0.1,0.1,True,2.0,7.0,38.0,8.0,208.0,5.0,182.0,10.0,0.0,6.0,146.4
David Soria,J7,Getafe,La Liga,es ESP,31-174,90,4.0,1.0,3.0,1.4,0.4,False,4.0,21.0,10.0,0.0,0.0,12.0,764.4,15.0,0.0,0.0,0.0
Jasper Cillessen,J7,Las Palmas,La Liga,nl NED,35-157,90,5.0,1.0,4.0,1.1,0.1,False,5.0,14.0,56.0,4.0,106.8,5.0,193.0,17.0,0.0,0.0,0.0
Rui Silva,J7,Betis,La Liga,pt POR,30-232,90,2.0,1.0,1.0,1.0,0.0,False,2.0,3.0,26.0,2.0,45.6,6.0,130.8,8.0,0.0,4.0,104.0
David de Gea,J15,Fiorentina,Serie A,es ESP,34-031,90,1.0,0.0,1.0,0.3,0.3,True,5.0,23.0,23.0,0.0,0.0,5.0,300.0,19.0,2.0,1.0,10.0
Alen Sherri,J15,Cagliari,Serie A,al ALB,26-359,90,3.0,1.0,2.0,0.9,-0.1,False,0.0,0.0,18.0,3.0,51.6,8.0,120.0,12.0,0.0,0.0,0.0
Joan García,J7,Espanyol,La Liga,es ESP,23-145,90,4.0,2.0,2.0,1.4,-0.6,False,3.0,10.0,34.0,8.0,261.6,4.0,88.0,8.0,1.0,1.0,16.3
Diego Conde,J7,Villarreal,La Liga,es ESP,25-334,90,2.0,1.0,1.0,0.4,-0.6,False,6.0,7.0,23.0,6.0,169.8,4.0,180.0,15.0,5.0,1.0,10.6
Vicente Guaita,J7,Celta Vigo,La Liga,es ESP,37-260,90,2.0,1.0,1.0,1.0,0.0,False,3.0,4.0,20.0,5.0,134.5,6.0,187.8,12.0,0.0,0.0,0.0
Jan Oblak,J7,Atlético Madrid,La Liga,si SVN,31-263,90,4.0,0.0,4.0,1.1,1.1,True,6.0,10.0,17.0,6.0,198.6,9.0,365.4,8.0,1.0,0.0,0.0
Karl Jakob Hein,J8,Valladolid,La Liga,ee EST,22-167,90,6.0,2.0,4.0,2.8,0.8,False,3.0,5.0,27.0,5.0,132.0,6.0,268.8,18.0,2.0,0.0,0.0
Leo Román,J8,Mallorca,La Liga,es ESP,24-083,90,1.0,1.0,0.0,0.9,-0.1,False,6.0,22.0,27.0,1.0,39.2,10.0,634.0,21.0,0.0,0.0,0.0
David Soria,J8,Getafe,La Liga,es ESP,31-177,90,1.0,0.0,1.0,0.2,0.2,True,8.0,21.0,13.0,2.0,105.0,11.0,746.9,13.0,0.0,2.0,33.2
Antonio Sivera,J8,Alavés,La Liga,es ESP,28-048,90,8.0,2.0,6.0,2.4,0.4,False,11.0,26.0,26.0,3.0,138.9,9.0,543.6,12.0,0.0,2.0,58.0
Augusto Batalla,J8,Rayo Vallecano,La Liga,ar ARG,28-151,90,3.0,1.0,2.0,1.1,0.1,False,5.0,15.0,29.0,6.0,214.2,7.0,347.9,22.0,3.0,0.0,0.0
Marko Dmitrović,J8,Leganés,La Liga,rs SRB,32-248,90,6.0,1.0,5.0,1.4,0.4,False,8.0,22.0,26.0,5.0,246.0,6.0,460.8,13.0,0.0,0.0,0.0
Álex Remiro,J8,Real Sociedad,La Liga,es ESP,29-188,90,4.0,0.0,4.0,0.2,0.2,True,8.0,13.0,37.0,2.0,66.6,4.0,236.0,10.0,0.0,1.0,16.5
Giorgi Mamardashvili,J8,Valencia,La Liga,ge GEO,23-365,90,6.0,3.0,3.0,2.9,-0.1,False,1.0,10.0,23.0,2.0,66.6,7.0,315.0,10.0,1.0,1.0,16.0
Sergio Herrera,J8,Osasuna,La Liga,es ESP,31-115,90,6.0,2.0,4.0,1.4,-0.6,False,6.0,20.0,17.0,1.0,56.2,6.0,409.8,12.0,0.0,6.0,111.6
Iñaki Peña,J8,Barcelona,La Liga,es ESP,25-210,90,5.0,4.0,1.0,2.9,-1.1,False,2.0,6.0,24.0,5.0,126.5,6.0,172.8,11.0,0.0,5.0,114.5
Vicente Guaita,J8,Celta Vigo,La Liga,es ESP,37-263,90,4.0,1.0,3.0,1.5,0.5,False,0.0,5.0,22.0,5.0,154.0,3.0,44.1,13.0,2.0,1.0,12.5
